mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_X-101-64x4d-FPN;hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);scnet_X-101-64x4d-FPN;mask_rcnn_r50_fpn_carafe_1x_coco;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;mask_rcnn_r101_fpn_gn-all_3x_coco;mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;detectors_htc_r101_20e_coco;tp%;tp_s%;tp_m%;tp_l%;tp_2%;tp_2_s%;tp_2_m%;tp_2_l%;fp%;fp_s%;fp_m%;fp_l%;fp_2%;fp_2_s%;fp_2_m%;fp_2_l%;tn%;tn_s%;tn_m%;tn_l%;tn_2%;tn_2_s%;tn_2_m%;tn_2_l%;fn%;fn_s%;fn_m%;fn_l%;fn_2%;fn_2_s%;fn_2_m%;fn_2_l%;p_1_full;p_1_correct;p_2_full;p_2_correct;r_1_full;r_1_correct;r_2_full;r_2_correct;f1_1_full;f1_1_correct;f1_2_full;f1_2_correct;cg;cg%;cg_s;cg_s%;cg_m;cg_m%;cg_l;cg_l%;ig;ig%;ig_s;ig_s%;ig_m;ig_m%;ig_l;ig_l%;ng;ng%;ng_s;ng_s%;ng_m;ng_m%;ng_l;ng_l%
1;2;3;0;0;0;0;0;0;0;0.48168;0.50000;0.52787;0.48132;0.46429;nan;0.49844;0.46405;0.04201;0.17500;0.08371;0.04168;0.04738;nan;0.09182;0.04707;0.42364;0.30000;0.29022;0.42468;0.43723;nan;0.31316;0.43811;0.05267;0.02500;0.09821;0.05233;0.05110;nan;0.09658;0.05077;0.62221;0.92038;0.61371;0.90781;0.60804;0.89942;0.60799;0.89934;0.61271;0.90633;0.60793;0.89927;7650;0.67603;1;0.00538;58;0.25551;7591;0.69623;539;0.04763;0;0.00000;20;0.08811;519;0.04760;3127;0.27633;185;0.99462;149;0.65639;2793;0.25617
1;2;0;0;0;0;3;0;0;0;0.48125;0.54821;0.52928;0.48085;0.46400;0.40000;0.50122;0.46375;0.04209;0.10536;0.08012;0.04178;0.04736;0.10000;0.09046;0.04706;0.42378;0.25714;0.29680;0.42483;0.43733;0.37500;0.31654;0.43819;0.05288;0.08929;0.09380;0.05254;0.05130;0.12500;0.09178;0.05100;0.61872;0.92007;0.61038;0.90767;0.60444;0.89885;0.60439;0.89877;0.60920;0.90592;0.60453;0.89898;7615;0.67247;2;0.01075;60;0.25862;7553;0.69255;547;0.04830;0;0.00000;21;0.09052;526;0.04823;3162;0.27923;184;0.98925;151;0.65086;2827;0.25922
1;2;0;0;0;0;0;0;0;3;0.48189;0.50000;0.52598;0.48156;0.46470;nan;0.50026;0.46446;0.04133;0.15000;0.08058;0.04102;0.04650;nan;0.09057;0.04620;0.42469;0.32500;0.29675;0.42566;0.43825;nan;0.31565;0.43909;0.05209;0.02500;0.09669;0.05176;0.05054;nan;0.09353;0.05025;0.61838;0.92147;0.61017;0.90924;0.60422;0.90037;0.60416;0.90029;0.60898;0.90747;0.60439;0.90063;7561;0.67107;1;0.00538;56;0.25112;7504;0.69110;489;0.04340;0;0.00000;17;0.07623;472;0.04347;3217;0.28552;185;0.99462;150;0.67265;2882;0.26543
1;0;2;0;0;0;3;0;0;0;0.48273;0.52500;0.53525;0.48229;0.46590;nan;0.50674;0.46560;0.04224;0.17500;0.08581;0.04186;0.04735;nan;0.09453;0.04700;0.42330;0.30000;0.28659;0.42444;0.43655;nan;0.30873;0.43750;0.05173;0.00000;0.09235;0.05141;0.05020;nan;0.09000;0.04990;0.62101;0.92012;0.61285;0.90802;0.60824;0.90118;0.60819;0.90111;0.61232;0.90723;0.60776;0.90048;7622;0.67493;1;0.00535;62;0.27313;7559;0.69482;516;0.04569;1;0.00535;14;0.06167;501;0.04605;3155;0.27938;185;0.98930;151;0.66520;2819;0.25912
1;0;2;0;0;0;0;0;0;3;0.48346;0.50000;0.53078;0.48310;0.46661;nan;0.50419;0.46634;0.04121;0.17500;0.07767;0.04092;0.04624;nan;0.08897;0.04594;0.42462;0.30000;0.29469;0.42563;0.43796;nan;0.31424;0.43885;0.05070;0.02500;0.09687;0.05036;0.04918;nan;0.09261;0.04887;0.62003;0.92192;0.61199;0.90997;0.60732;0.90302;0.60727;0.90295;0.61145;0.90916;0.60699;0.90253;7560;0.67254;1;0.00538;57;0.25333;7502;0.69271;463;0.04119;0;0.00000;18;0.08000;445;0.04109;3218;0.28627;185;0.99462;150;0.66667;2883;0.26620
1;0;0;0;0;0;2;0;0;3;0.48296;0.52500;0.53089;0.48257;0.46636;nan;0.50246;0.46608;0.04154;0.17500;0.08025;0.04121;0.04649;nan;0.09372;0.04612;0.42407;0.30000;0.29389;0.42513;0.43719;nan;0.31274;0.43814;0.05144;0.00000;0.09497;0.05109;0.04997;nan;0.09108;0.04965;0.61678;0.92129;0.60891;0.90953;0.60368;0.90171;0.60363;0.90164;0.60798;0.90813;0.60360;0.90160;7529;0.66948;1;0.00535;60;0.26667;7468;0.68931;468;0.04161;1;0.00535;15;0.06667;452;0.04172;3249;0.28890;185;0.98930;150;0.66667;2914;0.26897
0;1;2;0;0;0;3;0;0;0;0.48286;0.69352;0.52568;0.48238;0.46614;0.51282;0.50399;0.46581;0.04210;0.15995;0.08064;0.04170;0.04733;0.38462;0.09727;0.04687;0.42295;0.12176;0.29001;0.42426;0.43596;0.05128;0.29989;0.43715;0.05209;0.02477;0.10367;0.05166;0.05057;0.05128;0.09885;0.05017;0.62042;0.92025;0.61226;0.90815;0.60732;0.90082;0.60727;0.90075;0.61157;0.90712;0.60701;0.90036;7596;0.67418;4;0.02139;65;0.28384;7527;0.69367;490;0.04349;1;0.00535;17;0.07424;472;0.04350;3181;0.28233;182;0.97326;147;0.64192;2852;0.26283
0;1;2;0;0;0;0;0;0;3;0.48363;0.69352;0.51558;0.48324;0.46676;nan;0.49093;0.46655;0.04118;0.14444;0.07916;0.04079;0.04640;nan;0.09736;0.04596;0.42410;0.13727;0.29846;0.42535;0.43729;nan;0.31106;0.43839;0.05109;0.02477;0.10680;0.05062;0.04955;nan;0.10065;0.04911;0.61867;0.92192;0.61052;0.90978;0.60569;0.90259;0.60563;0.90250;0.60998;0.90897;0.60543;0.90220;7528;0.67106;4;0.02151;65;0.28509;7459;0.69039;440;0.03922;0;0.00000;19;0.08333;421;0.03897;3250;0.28971;182;0.97849;144;0.63158;2924;0.27064
0;1;0;0;0;0;2;0;0;3;0.48259;0.65278;0.51977;0.48220;0.46602;nan;0.50045;0.46574;0.04156;0.16389;0.07284;0.04124;0.04658;nan;0.08994;0.04623;0.42420;0.15000;0.30133;0.42537;0.43725;nan;0.30711;0.43830;0.05165;0.03333;0.10605;0.05118;0.05015;nan;0.10249;0.04973;0.61496;0.92109;0.60708;0.90929;0.60173;0.90127;0.60168;0.90119;0.60610;0.90782;0.60172;0.90126;7495;0.66765;3;0.01587;64;0.28194;7428;0.68714;448;0.03991;3;0.01587;17;0.07489;428;0.03959;3283;0.29245;183;0.96825;146;0.64317;2954;0.27327
0;0;1;0;0;0;2;0;0;3;0.48411;0.66667;0.52794;0.48366;0.46717;nan;0.50394;0.46686;0.04191;0.17083;0.08417;0.04149;0.04709;nan;0.09573;0.04667;0.42319;0.15000;0.28542;0.42452;0.43648;nan;0.30101;0.43763;0.05079;0.01250;0.10247;0.05033;0.04926;nan;0.09932;0.04883;0.62269;0.92087;0.61449;0.90874;0.61070;0.90313;0.61065;0.90306;0.61446;0.90870;0.60991;0.90197;7612;0.67620;2;0.01075;69;0.29114;7541;0.69605;479;0.04255;0;0.00000;22;0.09283;457;0.04218;3166;0.28125;184;0.98925;146;0.61603;2836;0.26177
1;2;3;0;0;0;4;0;0;0;0.48540;0.67410;0.53602;0.48478;0.46581;0.45641;0.50985;0.46541;0.04709;0.13511;0.08914;0.04662;0.05315;0.24231;0.10548;0.05263;0.41850;0.14026;0.28201;0.42002;0.43371;0.21314;0.29730;0.43500;0.04901;0.05053;0.09283;0.04858;0.04733;0.08814;0.08737;0.04696;0.63718;0.91224;0.62726;0.89803;0.63305;0.90632;0.63300;0.90625;0.63267;0.90577;0.62704;0.89772;8020;0.69848;5;0.02674;78;0.31579;7937;0.71841;705;0.06140;1;0.00535;25;0.10121;679;0.06146;2757;0.24011;181;0.96791;144;0.58300;2432;0.22013
1;2;3;0;0;0;0;0;0;4;0.48589;0.69352;0.53065;0.48533;0.46608;nan;0.49930;0.46576;0.04642;0.15069;0.08863;0.04593;0.05248;nan;0.10566;0.05196;0.41901;0.13102;0.28637;0.42052;0.43444;nan;0.30632;0.43570;0.04868;0.02477;0.09436;0.04822;0.04699;nan;0.08871;0.04658;0.64073;0.91346;0.63073;0.89920;0.63618;0.90697;0.63612;0.90690;0.63604;0.90677;0.63036;0.89868;8044;0.70143;4;0.02151;82;0.33065;7958;0.72123;691;0.06025;0;0.00000;26;0.10484;665;0.06027;2733;0.23832;182;0.97849;140;0.56452;2411;0.21851
1;2;0;0;0;0;3;0;0;4;0.48556;0.63869;0.53376;0.48502;0.46606;0.40000;0.50502;0.46573;0.04666;0.13810;0.08700;0.04623;0.05259;0.10000;0.10244;0.05215;0.41914;0.15982;0.28481;0.42056;0.43437;0.37500;0.30081;0.43554;0.04864;0.06339;0.09443;0.04819;0.04698;0.12500;0.09173;0.04658;0.63582;0.91290;0.62608;0.89891;0.63162;0.90688;0.63157;0.90680;0.63134;0.90646;0.62583;0.89856;8004;0.69648;4;0.02128;76;0.30645;7924;0.71671;715;0.06222;2;0.01064;27;0.10887;686;0.06205;2773;0.24130;182;0.96809;145;0.58468;2446;0.22124
1;0;2;0;0;0;3;0;0;4;0.48673;0.67917;0.54195;0.48615;0.46710;nan;0.51031;0.46673;0.04696;0.17083;0.09347;0.04648;0.05289;nan;0.10584;0.05244;0.41845;0.15000;0.27615;0.41990;0.43381;nan;0.29810;0.43497;0.04785;0.00000;0.08842;0.04747;0.04620;nan;0.08575;0.04586;0.63957;0.91262;0.62973;0.89857;0.63669;0.90851;0.63664;0.90843;0.63575;0.90716;0.63019;0.89922;8032;0.70081;2;0.01075;77;0.31301;7953;0.72110;684;0.05968;0;0.00000;25;0.10163;659;0.05975;2745;0.23951;184;0.98925;144;0.58537;2417;0.21915
0;1;2;0;0;0;3;0;0;4;0.48686;0.67778;0.53491;0.48630;0.46762;nan;0.50491;0.46727;0.04653;0.17222;0.08868;0.04605;0.05245;nan;0.10457;0.05196;0.41829;0.14167;0.28305;0.41978;0.43324;nan;0.30133;0.43447;0.04832;0.00833;0.09335;0.04788;0.04669;nan;0.08919;0.04629;0.63972;0.91331;0.63001;0.89945;0.63590;0.90786;0.63585;0.90778;0.63543;0.90720;0.62995;0.89937;8013;0.70044;3;0.01604;81;0.32530;7929;0.72056;663;0.05795;1;0.00535;24;0.09639;638;0.05798;2764;0.24161;183;0.97861;144;0.57831;2437;0.22146
1;2;3;0;0;0;4;0;0;5;0.48285;0.67778;0.53238;0.48230;0.46565;nan;0.50311;0.46533;0.04249;0.17222;0.08427;0.04204;0.04776;nan;0.09970;0.04732;0.42291;0.14167;0.28847;0.42429;0.43640;nan;0.30587;0.43750;0.05176;0.00833;0.09489;0.05137;0.05019;nan;0.09132;0.04985;0.63689;0.91978;0.62830;0.90737;0.62400;0.90116;0.62395;0.90108;0.62805;0.90700;0.62324;0.90006;7871;0.69244;3;0.01613;74;0.30328;7794;0.71263;590;0.05190;0;0.00000;25;0.10246;565;0.05166;2906;0.25565;183;0.98387;145;0.59426;2578;0.23571
